hello what are doing today ? <eos>	i am good , i just got off work and tired , i have two jobs .
hi ! have you ever ridden a horse ? <eos> yes ! its part of my cancer treatment . i started a new job . you ? <eos> i have heard that cutting meat out of your diet helps with cancer <eos> i run marathons and never ate meat . you sing or dance ? <eos> i do not . but i do ride horses competitively . <eos> i am a life coach for hospitalized children . what else you do ? <eos> i am a sophomore in high school <eos> great ! do your parents ride horses too ? my parents are dead . <eos> they have not recently because they were painting my bedroom purple and lime green <eos> wow ! we buried my aunt in lime green her favorite color . <eos> sorry to hear about your aunt <eos> thanks . she died a long time ago . she was a meat eater too . <eos> that makes me sad . vegan is the way to be . <eos>	yes ! meat eaters are dropping like flies these days . where do you ride ?
thanksgiving is right around the corner i am very sad about it ! <eos>	why are you sad about it ?
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos>	just getting older and holidays upset me . how do they make you feel ?
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos>	i feel great , just been traveling so much lately . i am 23
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos>	traveling , exciting ! do you have any pets ?
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos>	nope , i love food to be honest . i own a yacht
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos>	sounds like you have fun hobbies ! all i do is bird watch !
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos> sounds like you have fun hobbies ! all i do is bird watch ! <eos>	cool , i know some people who do . can you cook ?
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos> sounds like you have fun hobbies ! all i do is bird watch ! <eos> cool , i know some people who do . can you cook ? <eos>	i cook chicken for my cats sometimes but that is really all !
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos> sounds like you have fun hobbies ! all i do is bird watch ! <eos> cool , i know some people who do . can you cook ? <eos> i cook chicken for my cats sometimes but that is really all ! <eos>	weird . i rent my boat when i am not cruising
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos> sounds like you have fun hobbies ! all i do is bird watch ! <eos> cool , i know some people who do . can you cook ? <eos> i cook chicken for my cats sometimes but that is really all ! <eos> weird . i rent my boat when i am not cruising <eos>	that is neat ! i like to go to animal rights rallies ! do you own furs ?
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos> sounds like you have fun hobbies ! all i do is bird watch ! <eos> cool , i know some people who do . can you cook ? <eos> i cook chicken for my cats sometimes but that is really all ! <eos> weird . i rent my boat when i am not cruising <eos> that is neat ! i like to go to animal rights rallies ! do you own furs ? <eos>	nope , just faux . what is your gender ?
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos> sounds like you have fun hobbies ! all i do is bird watch ! <eos> cool , i know some people who do . can you cook ? <eos> i cook chicken for my cats sometimes but that is really all ! <eos> weird . i rent my boat when i am not cruising <eos> that is neat ! i like to go to animal rights rallies ! do you own furs ? <eos> nope , just faux . what is your gender ? <eos>	i am a woman ! what about you ?
thanksgiving is right around the corner i am very sad about it ! <eos> why are you sad about it ? <eos> just getting older and holidays upset me . how do they make you feel ? <eos> i feel great , just been traveling so much lately . i am 23 <eos> traveling , exciting ! do you have any pets ? <eos> nope , i love food to be honest . i own a yacht <eos> sounds like you have fun hobbies ! all i do is bird watch ! <eos> cool , i know some people who do . can you cook ? <eos> i cook chicken for my cats sometimes but that is really all ! <eos> weird . i rent my boat when i am not cruising <eos> that is neat ! i like to go to animal rights rallies ! do you own furs ? <eos> nope , just faux . what is your gender ? <eos> i am a woman ! what about you ? <eos>	i am not sure , i think i am a girl last i checked
hey , jefferson here , i want a rolls royce <eos>	good for you jefferson , i am sam and drive a ford pinto
hey , jefferson here , i want a rolls royce <eos> good for you jefferson , i am sam and drive a ford pinto <eos>	cool . i work for a watch dealer , where do you work ?
hey , jefferson here , i want a rolls royce <eos> good for you jefferson , i am sam and drive a ford pinto <eos> cool . i work for a watch dealer , where do you work ? <eos>	i work at a computer shop in town
hey , jefferson here , i want a rolls royce <eos> good for you jefferson , i am sam and drive a ford pinto <eos> cool . i work for a watch dealer , where do you work ? <eos> i work at a computer shop in town <eos>	does that give you enough money to shop ? i love shopping .
